,NEWCollabToolsWorkedWith,Confluence,Jira,Slack,Microsoft Azure,Trello,Github,Gitlab,"Google Suite (Docs, Meet, etc)",Microsoft Teams,Stack Overflow for Teams,Facebook Workplace
281,Slack;Stack Overflow for Teams,0,0,1,0,0,0,0,0,0,1,0
282,Confluence;Jira;Github;Slack,1,1,1,0,0,1,0,0,0,0,0
283,Github;Slack,0,0,1,0,0,1,0,0,0,0,0
284,Github;Slack,0,0,1,0,0,1,0,0,0,0,0
285,"Confluence;Jira;Github;Microsoft Teams;Microsoft Azure;Google Suite (Docs, Meet, etc)",1,1,0,1,0,1,0,1,1,0,0
286,Confluence;Jira;Github;Gitlab;Slack;Microsoft Teams,1,1,1,0,0,1,1,0,1,0,0
287,"Jira;Github;Slack;Google Suite (Docs, Meet, etc)",0,1,1,0,0,1,0,1,0,0,0
288,Jira;Github;Gitlab;Slack,0,1,1,0,0,1,1,0,0,0,0
289,Github;Gitlab,0,0,0,0,0,1,1,0,0,0,0
290,"Github;Facebook Workplace;Slack;Microsoft Teams;Trello;Google Suite (Docs, Meet, etc)",0,0,1,0,1,1,0,1,1,0,1
291,,0,0,0,0,0,0,0,0,0,0,0
292,Jira;Github,0,1,0,0,0,1,0,0,0,0,0
293,Microsoft Teams,0,0,0,0,0,0,0,0,1,0,0
294,Confluence;Jira;Github;Gitlab,1,1,0,0,0,1,1,0,0,0,0
295,Jira;Microsoft Teams,0,1,0,0,0,0,0,0,1,0,0
296,"Github;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc)",0,0,1,0,1,1,1,1,0,0,0
297,Confluence;Jira;Github;Gitlab;Slack,1,1,1,0,0,1,1,0,0,0,0
298,"Confluence;Jira;Github;Slack;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,0,1,0,0,0
299,"Confluence;Jira;Github;Slack;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,0,1,0,0,0
300,Github;Microsoft Teams;Microsoft Azure,0,0,0,1,0,1,0,0,1,0,0
301,"Github;Slack;Google Suite (Docs, Meet, etc)",0,0,1,0,0,1,0,1,0,0,0
302,Confluence;Jira;Gitlab;Slack,1,1,1,0,0,0,1,0,0,0,0
303,"Jira;Github;Slack;Trello;Google Suite (Docs, Meet, etc)",0,1,1,0,1,1,0,1,0,0,0
304,Confluence;Jira;Github;Gitlab;Slack;Microsoft Azure;Trello,1,1,1,1,1,1,1,0,0,0,0
305,Github,0,0,0,0,0,1,0,0,0,0,0
306,"Github;Slack;Google Suite (Docs, Meet, etc)",0,0,1,0,0,1,0,1,0,0,0
307,"Confluence;Jira;Github;Slack;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,0,1,0,0,0
308,Github;Slack;Microsoft Azure,0,0,1,1,0,1,0,0,0,0,0
309,Confluence;Jira;Github;Slack;Microsoft Teams,1,1,1,0,0,1,0,0,1,0,0
310,,0,0,0,0,0,0,0,0,0,0,0
311,"Jira;Github;Slack;Microsoft Teams;Google Suite (Docs, Meet, etc)",0,1,1,0,0,1,0,1,1,0,0
312,"Confluence;Jira;Github;Slack;Microsoft Teams;Microsoft Azure;Google Suite (Docs, Meet, etc)",1,1,1,1,0,1,0,1,1,0,0
313,"Jira;Github;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc)",0,1,1,0,1,1,1,1,0,0,0
314,Jira;Github,0,1,0,0,0,1,0,0,0,0,0
315,,0,0,0,0,0,0,0,0,0,0,0
316,"Confluence;Jira;Github;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc)",1,1,1,0,1,1,1,1,0,0,0
317,Confluence;Jira;Microsoft Teams,1,1,0,0,0,0,0,0,1,0,0
318,"Confluence;Jira;Github;Gitlab;Microsoft Teams;Google Suite (Docs, Meet, etc);Stack Overflow for Teams",1,1,0,0,0,1,1,1,1,1,0
319,Github;Slack;Microsoft Teams,0,0,1,0,0,1,0,0,1,0,0
320,"Github;Slack;Trello;Google Suite (Docs, Meet, etc)",0,0,1,0,1,1,0,1,0,0,0
321,Confluence;Jira;Github;Slack;Microsoft Azure,1,1,1,1,0,1,0,0,0,0,0
322,Microsoft Teams,0,0,0,0,0,0,0,0,1,0,0
323,"Github;Gitlab;Trello;Google Suite (Docs, Meet, etc)",0,0,0,0,1,1,1,1,0,0,0
324,"Github;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc)",0,0,1,0,1,1,1,1,0,0,0
325,"Confluence;Jira;Github;Slack;Microsoft Azure;Google Suite (Docs, Meet, etc)",1,1,1,1,0,1,0,1,0,0,0
326,"Github;Gitlab;Trello;Google Suite (Docs, Meet, etc)",0,0,0,0,1,1,1,1,0,0,0
327,"Github;Microsoft Teams;Google Suite (Docs, Meet, etc)",0,0,0,0,0,1,0,1,1,0,0
328,"Confluence;Jira;Github;Gitlab;Slack;Microsoft Azure;Trello;Google Suite (Docs, Meet, etc)",1,1,1,1,1,1,1,1,0,0,0
329,"Github;Slack;Microsoft Teams;Microsoft Azure;Google Suite (Docs, Meet, etc)",0,0,1,1,0,1,0,1,1,0,0
330,"Github;Google Suite (Docs, Meet, etc)",0,0,0,0,0,1,0,1,0,0,0
331,Github;Gitlab;Trello,0,0,0,0,1,1,1,0,0,0,0
332,"Github;Gitlab;Google Suite (Docs, Meet, etc)",0,0,0,0,0,1,1,1,0,0,0
333,Confluence;Jira;Github;Slack;Microsoft Teams;Trello,1,1,1,0,1,1,0,0,1,0,0
334,Slack,0,0,1,0,0,0,0,0,0,0,0
335,"Github;Slack;Trello;Google Suite (Docs, Meet, etc);Stack Overflow for Teams",0,0,1,0,1,1,0,1,0,1,0
336,Confluence;Jira;Slack,1,1,1,0,0,0,0,0,0,0,0
337,Confluence;Jira;Github;Gitlab,1,1,0,0,0,1,1,0,0,0,0
338,Confluence;Jira;Github;Gitlab;Slack,1,1,1,0,0,1,1,0,0,0,0
339,Confluence;Jira;Github;Slack;Microsoft Teams,1,1,1,0,0,1,0,0,1,0,0
340,Confluence;Github;Microsoft Teams;Microsoft Azure,1,0,0,1,0,1,0,0,1,0,0
341,"Confluence;Jira;Github;Gitlab;Slack;Microsoft Teams;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,1,1,1,0,0
342,,0,0,0,0,0,0,0,0,0,0,0
343,Github;Microsoft Teams,0,0,0,0,0,1,0,0,1,0,0
344,Github;Gitlab,0,0,0,0,0,1,1,0,0,0,0
345,"Confluence;Jira;Github;Gitlab;Slack;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,1,1,0,0,0
346,,0,0,0,0,0,0,0,0,0,0,0
347,"Confluence;Jira;Github;Gitlab;Slack;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,1,1,0,0,0
348,Jira;Github;Gitlab,0,1,0,0,0,1,1,0,0,0,0
349,Github;Slack;Microsoft Teams,0,0,1,0,0,1,0,0,1,0,0
350,"Github;Slack;Trello;Google Suite (Docs, Meet, etc)",0,0,1,0,1,1,0,1,0,0,0
351,"Github;Gitlab;Slack;Google Suite (Docs, Meet, etc)",0,0,1,0,0,1,1,1,0,0,0
352,Microsoft Teams;Microsoft Azure,0,0,0,1,0,0,0,0,1,0,0
353,Confluence;Jira;Github;Microsoft Teams,1,1,0,0,0,1,0,0,1,0,0
354,"Confluence;Jira;Github;Slack;Trello;Google Suite (Docs, Meet, etc)",1,1,1,0,1,1,0,1,0,0,0
355,"Github;Slack;Microsoft Teams;Trello;Google Suite (Docs, Meet, etc)",0,0,1,0,1,1,0,1,1,0,0
356,"Github;Slack;Trello;Google Suite (Docs, Meet, etc)",0,0,1,0,1,1,0,1,0,0,0
357,Microsoft Azure,0,0,0,1,0,0,0,0,0,0,0
358,"Jira;Gitlab;Slack;Google Suite (Docs, Meet, etc)",0,1,1,0,0,0,1,1,0,0,0
359,"Confluence;Jira;Github;Slack;Microsoft Teams;Microsoft Azure;Google Suite (Docs, Meet, etc)",1,1,1,1,0,1,0,1,1,0,0
360,Jira;Github;Slack,0,1,1,0,0,1,0,0,0,0,0
361,"Jira;Github;Slack;Microsoft Teams;Microsoft Azure;Trello;Google Suite (Docs, Meet, etc);Stack Overflow for Teams",0,1,1,1,1,1,0,1,1,1,0
362,"Github;Slack;Trello;Google Suite (Docs, Meet, etc)",0,0,1,0,1,1,0,1,0,0,0
363,"Confluence;Jira;Slack;Google Suite (Docs, Meet, etc)",1,1,1,0,0,0,0,1,0,0,0
364,Github,0,0,0,0,0,1,0,0,0,0,0
365,"Gitlab;Slack;Google Suite (Docs, Meet, etc)",0,0,1,0,0,0,1,1,0,0,0
366,,0,0,0,0,0,0,0,0,0,0,0
367,"Microsoft Teams;Google Suite (Docs, Meet, etc)",0,0,0,0,0,0,0,1,1,0,0
368,Github;Gitlab;Slack;Microsoft Azure,0,0,1,1,0,1,1,0,0,0,0
369,"Github;Gitlab;Microsoft Teams;Google Suite (Docs, Meet, etc)",0,0,0,0,0,1,1,1,1,0,0
370,"Confluence;Jira;Github;Slack;Microsoft Teams;Trello;Google Suite (Docs, Meet, etc)",1,1,1,0,1,1,0,1,1,0,0
371,Confluence;Jira;Github;Slack;Microsoft Teams;Microsoft Azure,1,1,1,1,0,1,0,0,1,0,0
372,"Confluence;Jira;Github;Slack;Microsoft Teams;Trello;Google Suite (Docs, Meet, etc)",1,1,1,0,1,1,0,1,1,0,0
373,Confluence;Jira;Gitlab,1,1,0,0,0,0,1,0,0,0,0
374,Jira;Github,0,1,0,0,0,1,0,0,0,0,0
375,Github;Gitlab;Slack;Microsoft Teams,0,0,1,0,0,1,1,0,1,0,0
376,Jira;Github;Slack,0,1,1,0,0,1,0,0,0,0,0
377,,0,0,0,0,0,0,0,0,0,0,0
378,Github,0,0,0,0,0,1,0,0,0,0,0
379,"Confluence;Jira;Github;Gitlab;Slack;Microsoft Teams;Trello;Google Suite (Docs, Meet, etc)",1,1,1,0,1,1,1,1,1,0,0
380,Github;Gitlab;Slack;Microsoft Teams;Trello,0,0,1,0,1,1,1,0,1,0,0
381,Jira;Microsoft Teams;Microsoft Azure,0,1,0,1,0,0,0,0,1,0,0
382,Jira;Github;Slack,0,1,1,0,0,1,0,0,0,0,0
383,"Jira;Github;Slack;Trello;Google Suite (Docs, Meet, etc)",0,1,1,0,1,1,0,1,0,0,0
384,Confluence;Jira;Github;Microsoft Teams,1,1,0,0,0,1,0,0,1,0,0
385,,0,0,0,0,0,0,0,0,0,0,0
386,"Confluence;Jira;Github;Slack;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,0,1,0,0,0
387,"Confluence;Jira;Google Suite (Docs, Meet, etc)",1,1,0,0,0,0,0,1,0,0,0
388,"Confluence;Jira;Github;Slack;Trello;Google Suite (Docs, Meet, etc)",1,1,1,0,1,1,0,1,0,0,0
389,Jira;Github;Slack;Microsoft Azure,0,1,1,1,0,1,0,0,0,0,0
390,Github;Gitlab;Slack;Microsoft Teams,0,0,1,0,0,1,1,0,1,0,0
391,Confluence;Jira;Github;Gitlab;Microsoft Teams;Microsoft Azure,1,1,0,1,0,1,1,0,1,0,0
392,,0,0,0,0,0,0,0,0,0,0,0
393,"Github;Slack;Trello;Google Suite (Docs, Meet, etc)",0,0,1,0,1,1,0,1,0,0,0
394,Confluence;Github;Gitlab;Microsoft Azure,1,0,0,1,0,1,1,0,0,0,0
395,Confluence;Jira;Github;Slack;Microsoft Azure,1,1,1,1,0,1,0,0,0,0,0
396,Github,0,0,0,0,0,1,0,0,0,0,0
397,Github;Microsoft Azure,0,0,0,1,0,1,0,0,0,0,0
398,Github;Microsoft Teams,0,0,0,0,0,1,0,0,1,0,0
399,"Confluence;Jira;Github;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc);Stack Overflow for Teams",1,1,1,0,1,1,1,1,0,1,0
400,"Confluence;Jira;Github;Slack;Trello;Google Suite (Docs, Meet, etc);Stack Overflow for Teams",1,1,1,0,1,1,0,1,0,1,0
401,Jira;Github;Slack,0,1,1,0,0,1,0,0,0,0,0
402,Github,0,0,0,0,0,1,0,0,0,0,0
403,"Jira;Github;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc)",0,1,1,0,1,1,1,1,0,0,0
404,Jira;Microsoft Teams;Trello,0,1,0,0,1,0,0,0,1,0,0
405,"Github;Microsoft Azure;Google Suite (Docs, Meet, etc)",0,0,0,1,0,1,0,1,0,0,0
406,Jira;Github;Microsoft Teams;Microsoft Azure,0,1,0,1,0,1,0,0,1,0,0
407,Jira;Github;Slack,0,1,1,0,0,1,0,0,0,0,0
408,"Github;Trello;Google Suite (Docs, Meet, etc)",0,0,0,0,1,1,0,1,0,0,0
409,Confluence;Jira;Github;Slack;Microsoft Teams,1,1,1,0,0,1,0,0,1,0,0
410,Confluence;Jira;Github,1,1,0,0,0,1,0,0,0,0,0
411,"Jira;Github;Slack;Microsoft Azure;Google Suite (Docs, Meet, etc)",0,1,1,1,0,1,0,1,0,0,0
412,"Confluence;Jira;Github;Slack;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,0,1,0,0,0
413,"Confluence;Jira;Github;Gitlab;Slack;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,1,1,0,0,0
414,Github;Slack;Trello,0,0,1,0,1,1,0,0,0,0,0
415,"Microsoft Teams;Google Suite (Docs, Meet, etc)",0,0,0,0,0,0,0,1,1,0,0
416,Confluence;Jira;Github;Slack,1,1,1,0,0,1,0,0,0,0,0
417,Github;Microsoft Azure,0,0,0,1,0,1,0,0,0,0,0
418,Confluence;Jira;Github;Slack,1,1,1,0,0,1,0,0,0,0,0
419,Github,0,0,0,0,0,1,0,0,0,0,0
420,Confluence;Jira;Github;Slack,1,1,1,0,0,1,0,0,0,0,0
421,"Gitlab;Microsoft Teams;Microsoft Azure;Google Suite (Docs, Meet, etc)",0,0,0,1,0,0,1,1,1,0,0
422,Confluence;Jira,1,1,0,0,0,0,0,0,0,0,0
423,Confluence;Jira;Gitlab,1,1,0,0,0,0,1,0,0,0,0
424,"Confluence;Jira;Github;Slack;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,0,1,0,0,0
425,Github,0,0,0,0,0,1,0,0,0,0,0
426,"Github;Slack;Google Suite (Docs, Meet, etc)",0,0,1,0,0,1,0,1,0,0,0
427,Microsoft Teams;Microsoft Azure,0,0,0,1,0,0,0,0,1,0,0
428,"Confluence;Jira;Github;Slack;Trello;Google Suite (Docs, Meet, etc)",1,1,1,0,1,1,0,1,0,0,0
429,"Github;Slack;Microsoft Azure;Google Suite (Docs, Meet, etc)",0,0,1,1,0,1,0,1,0,0,0
430,"Confluence;Jira;Slack;Google Suite (Docs, Meet, etc)",1,1,1,0,0,0,0,1,0,0,0
431,"Jira;Github;Gitlab;Facebook Workplace;Slack;Microsoft Teams;Trello;Google Suite (Docs, Meet, etc)",0,1,1,0,1,1,1,1,1,0,1
432,"Jira;Github;Slack;Google Suite (Docs, Meet, etc)",0,1,1,0,0,1,0,1,0,0,0
433,"Confluence;Jira;Slack;Google Suite (Docs, Meet, etc)",1,1,1,0,0,0,0,1,0,0,0
434,"Github;Microsoft Teams;Google Suite (Docs, Meet, etc)",0,0,0,0,0,1,0,1,1,0,0
435,"Confluence;Jira;Github;Gitlab;Slack;Microsoft Teams;Microsoft Azure;Google Suite (Docs, Meet, etc)",1,1,1,1,0,1,1,1,1,0,0
436,Jira;Github;Microsoft Azure,0,1,0,1,0,1,0,0,0,0,0
437,"Google Suite (Docs, Meet, etc)",0,0,0,0,0,0,0,1,0,0,0
438,"Confluence;Jira;Github;Gitlab;Google Suite (Docs, Meet, etc)",1,1,0,0,0,1,1,1,0,0,0
439,Github;Gitlab;Slack;Trello,0,0,1,0,1,1,1,0,0,0,0
440,Confluence;Jira;Gitlab,1,1,0,0,0,0,1,0,0,0,0
441,Confluence;Jira;Github;Slack;Trello,1,1,1,0,1,1,0,0,0,0,0
442,"Github;Slack;Trello;Google Suite (Docs, Meet, etc)",0,0,1,0,1,1,0,1,0,0,0
443,"Github;Slack;Trello;Google Suite (Docs, Meet, etc)",0,0,1,0,1,1,0,1,0,0,0
444,Confluence;Jira,1,1,0,0,0,0,0,0,0,0,0
445,Confluence;Jira;Github;Microsoft Teams,1,1,0,0,0,1,0,0,1,0,0
446,Confluence;Github;Slack,1,0,1,0,0,1,0,0,0,0,0
447,Github;Slack;Trello,0,0,1,0,1,1,0,0,0,0,0
448,,0,0,0,0,0,0,0,0,0,0,0
449,Confluence;Jira;Gitlab,1,1,0,0,0,0,1,0,0,0,0
450,"Jira;Github;Slack;Trello;Google Suite (Docs, Meet, etc)",0,1,1,0,1,1,0,1,0,0,0
451,Github;Slack;Trello,0,0,1,0,1,1,0,0,0,0,0
452,"Github;Slack;Microsoft Teams;Microsoft Azure;Google Suite (Docs, Meet, etc);Stack Overflow for Teams",0,0,1,1,0,1,0,1,1,1,0
453,Github;Microsoft Azure,0,0,0,1,0,1,0,0,0,0,0
454,Confluence;Jira;Github;Slack;Microsoft Teams,1,1,1,0,0,1,0,0,1,0,0
455,Confluence;Jira;Microsoft Azure,1,1,0,1,0,0,0,0,0,0,0
456,Github,0,0,0,0,0,1,0,0,0,0,0
457,Github;Gitlab,0,0,0,0,0,1,1,0,0,0,0
458,"Confluence;Jira;Github;Gitlab;Slack;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,1,1,0,0,0
459,Github;Slack,0,0,1,0,0,1,0,0,0,0,0
460,,0,0,0,0,0,0,0,0,0,0,0
461,"Github;Slack;Microsoft Teams;Google Suite (Docs, Meet, etc)",0,0,1,0,0,1,0,1,1,0,0
462,Github;Trello,0,0,0,0,1,1,0,0,0,0,0
463,Confluence;Jira;Github,1,1,0,0,0,1,0,0,0,0,0
464,,0,0,0,0,0,0,0,0,0,0,0
465,"Slack;Google Suite (Docs, Meet, etc);Stack Overflow for Teams",0,0,1,0,0,0,0,1,0,1,0
466,"Github;Gitlab;Google Suite (Docs, Meet, etc)",0,0,0,0,0,1,1,1,0,0,0
467,Confluence;Jira;Github;Slack,1,1,1,0,0,1,0,0,0,0,0
468,"Jira;Github;Slack;Google Suite (Docs, Meet, etc)",0,1,1,0,0,1,0,1,0,0,0
469,"Github;Slack;Microsoft Azure;Trello;Google Suite (Docs, Meet, etc)",0,0,1,1,1,1,0,1,0,0,0
470,Jira;Github,0,1,0,0,0,1,0,0,0,0,0
471,Confluence;Jira;Microsoft Teams,1,1,0,0,0,0,0,0,1,0,0
472,Confluence;Jira,1,1,0,0,0,0,0,0,0,0,0
473,Confluence;Jira,1,1,0,0,0,0,0,0,0,0,0
474,"Confluence;Jira;Github;Gitlab;Google Suite (Docs, Meet, etc)",1,1,0,0,0,1,1,1,0,0,0
475,Microsoft Teams,0,0,0,0,0,0,0,0,1,0,0
476,"Github;Slack;Trello;Google Suite (Docs, Meet, etc)",0,0,1,0,1,1,0,1,0,0,0
477,"Confluence;Jira;Github;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc)",1,1,1,0,1,1,1,1,0,0,0
478,Github,0,0,0,0,0,1,0,0,0,0,0
479,"Github;Slack;Microsoft Teams;Microsoft Azure;Trello;Google Suite (Docs, Meet, etc)",0,0,1,1,1,1,0,1,1,0,0
480,Confluence;Jira;Github,1,1,0,0,0,1,0,0,0,0,0
481,Jira;Github;Gitlab;Microsoft Teams;Trello,0,1,0,0,1,1,1,0,1,0,0
482,Confluence;Jira;Github;Gitlab;Slack,1,1,1,0,0,1,1,0,0,0,0
483,Microsoft Teams,0,0,0,0,0,0,0,0,1,0,0
484,"Github;Gitlab;Trello;Google Suite (Docs, Meet, etc)",0,0,0,0,1,1,1,1,0,0,0
485,Confluence;Jira;Github;Microsoft Teams,1,1,0,0,0,1,0,0,1,0,0
486,Confluence;Jira;Github;Slack;Trello,1,1,1,0,1,1,0,0,0,0,0
487,Facebook Workplace;Slack,0,0,1,0,0,0,0,0,0,0,1
488,"Jira;Github;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc)",0,1,1,0,1,1,1,1,0,0,0
489,Gitlab;Microsoft Azure,0,0,0,1,0,0,1,0,0,0,0
490,"Confluence;Jira;Github;Gitlab;Slack;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,1,1,0,0,0
491,Github,0,0,0,0,0,1,0,0,0,0,0
492,Github,0,0,0,0,0,1,0,0,0,0,0
493,"Jira;Github;Google Suite (Docs, Meet, etc)",0,1,0,0,0,1,0,1,0,0,0
494,,0,0,0,0,0,0,0,0,0,0,0
495,Github;Slack;Microsoft Teams;Microsoft Azure,0,0,1,1,0,1,0,0,1,0,0
496,,0,0,0,0,0,0,0,0,0,0,0
497,Confluence;Jira;Github;Gitlab;Slack,1,1,1,0,0,1,1,0,0,0,0
498,"Confluence;Jira;Github;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc);Stack Overflow for Teams",1,1,1,0,1,1,1,1,0,1,0
499,"Jira;Github;Gitlab;Slack;Google Suite (Docs, Meet, etc)",0,1,1,0,0,1,1,1,0,0,0
500,Confluence;Jira;Microsoft Teams,1,1,0,0,0,0,0,0,1,0,0
501,"Confluence;Jira;Github;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc)",1,1,1,0,1,1,1,1,0,0,0
502,Trello,0,0,0,0,1,0,0,0,0,0,0
503,"Confluence;Jira;Github;Slack;Trello;Google Suite (Docs, Meet, etc)",1,1,1,0,1,1,0,1,0,0,0
504,Jira;Gitlab,0,1,0,0,0,0,1,0,0,0,0
505,"Confluence;Jira;Github;Slack;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,0,1,0,0,0
506,"Confluence;Jira;Github;Slack;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,0,1,0,0,0
507,"Confluence;Jira;Github;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc)",1,1,1,0,1,1,1,1,0,0,0
508,Github,0,0,0,0,0,1,0,0,0,0,0
509,"Jira;Github;Slack;Microsoft Teams;Google Suite (Docs, Meet, etc)",0,1,1,0,0,1,0,1,1,0,0
510,"Github;Google Suite (Docs, Meet, etc)",0,0,0,0,0,1,0,1,0,0,0
511,Jira;Gitlab;Microsoft Azure;Trello,0,1,0,1,1,0,1,0,0,0,0
512,"Jira;Github;Slack;Google Suite (Docs, Meet, etc)",0,1,1,0,0,1,0,1,0,0,0
513,Confluence;Jira;Github;Gitlab;Slack,1,1,1,0,0,1,1,0,0,0,0
514,"Confluence;Jira;Github;Gitlab;Trello;Google Suite (Docs, Meet, etc)",1,1,0,0,1,1,1,1,0,0,0
515,"Confluence;Jira;Github;Slack;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,0,1,0,0,0
516,Confluence;Jira;Github;Slack;Microsoft Teams,1,1,1,0,0,1,0,0,1,0,0
517,Confluence;Jira;Github;Slack,1,1,1,0,0,1,0,0,0,0,0
518,Jira;Github;Gitlab;Microsoft Azure;Trello,0,1,0,1,1,1,1,0,0,0,0
519,"Confluence;Jira;Github;Slack;Microsoft Teams;Microsoft Azure;Google Suite (Docs, Meet, etc)",1,1,1,1,0,1,0,1,1,0,0
520,Github;Slack,0,0,1,0,0,1,0,0,0,0,0
521,Github;Gitlab,0,0,0,0,0,1,1,0,0,0,0
522,Github;Gitlab,0,0,0,0,0,1,1,0,0,0,0
523,Confluence;Gitlab,1,0,0,0,0,0,1,0,0,0,0
524,"Confluence;Jira;Github;Slack;Trello;Google Suite (Docs, Meet, etc)",1,1,1,0,1,1,0,1,0,0,0
525,"Confluence;Jira;Github;Google Suite (Docs, Meet, etc)",1,1,0,0,0,1,0,1,0,0,0
526,"Github;Gitlab;Slack;Microsoft Teams;Microsoft Azure;Google Suite (Docs, Meet, etc)",0,0,1,1,0,1,1,1,1,0,0
527,"Github;Slack;Google Suite (Docs, Meet, etc)",0,0,1,0,0,1,0,1,0,0,0
528,"Confluence;Jira;Github;Slack;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,0,1,0,0,0
529,Github;Gitlab;Facebook Workplace,0,0,0,0,0,1,1,0,0,0,1
530,"Github;Slack;Microsoft Azure;Google Suite (Docs, Meet, etc)",0,0,1,1,0,1,0,1,0,0,0
531,,0,0,0,0,0,0,0,0,0,0,0
532,Confluence;Jira;Github;Gitlab;Slack,1,1,1,0,0,1,1,0,0,0,0
533,"Slack;Google Suite (Docs, Meet, etc)",0,0,1,0,0,0,0,1,0,0,0
534,Confluence;Jira;Github;Slack,1,1,1,0,0,1,0,0,0,0,0
535,Confluence;Jira;Github;Slack;Trello,1,1,1,0,1,1,0,0,0,0,0
536,Jira;Github;Slack,0,1,1,0,0,1,0,0,0,0,0
537,Github;Trello,0,0,0,0,1,1,0,0,0,0,0
538,Confluence;Jira;Github;Gitlab;Slack;Microsoft Teams;Microsoft Azure,1,1,1,1,0,1,1,0,1,0,0
539,"Github;Google Suite (Docs, Meet, etc)",0,0,0,0,0,1,0,1,0,0,0
540,Jira;Github;Slack;Microsoft Teams,0,1,1,0,0,1,0,0,1,0,0
541,Confluence;Jira;Microsoft Teams;Microsoft Azure,1,1,0,1,0,0,0,0,1,0,0
542,"Confluence;Jira;Github;Gitlab;Google Suite (Docs, Meet, etc)",1,1,0,0,0,1,1,1,0,0,0
543,Jira;Github;Gitlab;Slack,0,1,1,0,0,1,1,0,0,0,0
544,Confluence;Jira;Github;Slack;Trello,1,1,1,0,1,1,0,0,0,0,0
545,"Github;Google Suite (Docs, Meet, etc)",0,0,0,0,0,1,0,1,0,0,0
546,Confluence;Jira;Github;Slack;Microsoft Teams;Trello,1,1,1,0,1,1,0,0,1,0,0
547,"Github;Facebook Workplace;Microsoft Azure;Trello;Google Suite (Docs, Meet, etc)",0,0,0,1,1,1,0,1,0,0,1
548,Github,0,0,0,0,0,1,0,0,0,0,0
549,Github;Slack,0,0,1,0,0,1,0,0,0,0,0
550,"Github;Slack;Trello;Google Suite (Docs, Meet, etc)",0,0,1,0,1,1,0,1,0,0,0
551,Jira;Github;Gitlab;Slack;Trello,0,1,1,0,1,1,1,0,0,0,0
552,"Github;Slack;Google Suite (Docs, Meet, etc)",0,0,1,0,0,1,0,1,0,0,0
553,"Google Suite (Docs, Meet, etc)",0,0,0,0,0,0,0,1,0,0,0
554,Github;Gitlab;Trello,0,0,0,0,1,1,1,0,0,0,0
555,Confluence;Jira;Github;Slack;Trello,1,1,1,0,1,1,0,0,0,0,0
556,"Confluence;Jira;Github;Slack;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,0,1,0,0,0
557,Confluence;Jira;Github;Slack,1,1,1,0,0,1,0,0,0,0,0
558,Microsoft Azure,0,0,0,1,0,0,0,0,0,0,0
559,Github,0,0,0,0,0,1,0,0,0,0,0
560,Jira;Github;Microsoft Teams;Microsoft Azure,0,1,0,1,0,1,0,0,1,0,0
561,"Github;Gitlab;Trello;Google Suite (Docs, Meet, etc)",0,0,0,0,1,1,1,1,0,0,0
562,Confluence;Github;Gitlab;Slack,1,0,1,0,0,1,1,0,0,0,0
563,"Github;Slack;Google Suite (Docs, Meet, etc)",0,0,1,0,0,1,0,1,0,0,0
564,"Confluence;Jira;Github;Slack;Microsoft Teams;Google Suite (Docs, Meet, etc)",1,1,1,0,0,1,0,1,1,0,0
565,Gitlab;Microsoft Teams,0,0,0,0,0,0,1,0,1,0,0
566,"Confluence;Jira;Github;Gitlab;Slack;Microsoft Teams;Microsoft Azure;Trello;Google Suite (Docs, Meet, etc);Stack Overflow for Teams",1,1,1,1,1,1,1,1,1,1,0
567,"Jira;Github;Slack;Trello;Google Suite (Docs, Meet, etc)",0,1,1,0,1,1,0,1,0,0,0
568,"Jira;Gitlab;Slack;Google Suite (Docs, Meet, etc)",0,1,1,0,0,0,1,1,0,0,0
