,WebframeWorkedWith,ASP.NET,ASP.NET Core,Ruby on Rails,Flask,jQuery,Angular,Angular.js,Django,React.js,Vue.js,Gatsby,Spring,Express,Symfony,Laravel,Drupal
49069,Angular;Express;jQuery;React.js,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
49070,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49071,React.js,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
49072,React.js,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
49073,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49074,Django,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
49075,Django;React.js,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
49076,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49077,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49078,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49079,ASP.NET Core;Express;Flask;jQuery;React.js,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0
49080,Django,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
49081,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49082,Angular.js;React.js,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
49083,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49084,jQuery;Spring,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
49085,Express;Flask;React.js;Spring,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
49086,ASP.NET;jQuery,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
49087,Angular.js;Flask,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
49088,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49089,React.js;Vue.js,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
49090,Angular.js;Django;Express;jQuery;React.js,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0
49091,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49092,Angular;Angular.js;ASP.NET;ASP.NET Core,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
49093,ASP.NET;ASP.NET Core;jQuery,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
49094,ASP.NET,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49095,Django,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
49096,Angular;ASP.NET Core;Vue.js,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
49097,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49098,Flask;Spring,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
49099,React.js;Spring,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
49100,ASP.NET Core;Flask;Vue.js,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
49101,Django;jQuery,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
49102,Angular;Angular.js;React.js;Ruby on Rails,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
49103,Vue.js,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
49104,Angular.js,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
49105,Angular;React.js;Ruby on Rails;Spring;Vue.js,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0
49106,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49107,Django;Flask,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
49108,React.js;Ruby on Rails,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
49109,Drupal;jQuery;Symfony;Vue.js,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
49110,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49111,ASP.NET;Spring,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
49112,jQuery;React.js;Vue.js,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
49113,Angular;Express;jQuery;Laravel;React.js;Vue.js,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0
49114,ASP.NET Core;React.js;Vue.js,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
49115,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49116,Angular;ASP.NET;ASP.NET Core;React.js,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
49117,Flask;React.js,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
49118,Laravel;React.js;Vue.js,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
49119,React.js,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
49120,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49121,Angular;jQuery;React.js;Vue.js,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0
49122,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49123,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49124,Angular.js;jQuery;React.js,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
49125,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49126,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49127,Django;Flask,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
49128,jQuery,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
49129,Express;React.js,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
49130,Angular;ASP.NET;ASP.NET Core;jQuery,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
49131,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49132,jQuery,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
49133,jQuery;Laravel;Vue.js,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
49134,Angular;Vue.js,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
49135,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49136,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49137,Spring;Vue.js,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
49138,ASP.NET Core,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49139,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49140,Django;Flask;jQuery;React.js;Ruby on Rails,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0
49141,Express,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
49142,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49143,Angular;ASP.NET Core,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
49144,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49145,Express;Vue.js,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
49146,ASP.NET Core,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49147,Django,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
49148,jQuery;Laravel;React.js,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
49149,Angular;Django;React.js;Spring,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
49150,Express;Vue.js,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
49151,jQuery;Vue.js,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
49152,Express,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
49153,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49154,Angular;Angular.js;Spring,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
49155,ASP.NET,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49156,Flask;jQuery;React.js;Spring,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0
49157,Express;jQuery;React.js,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
49158,Flask;jQuery;Spring,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
49159,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49160,Django;jQuery,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
49161,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49162,ASP.NET;jQuery;Vue.js,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
49163,Angular;Angular.js;Ruby on Rails,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
49164,Gatsby;React.js;Ruby on Rails,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
49165,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49166,Django;Flask;Spring,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
49167,jQuery;Laravel,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
49168,jQuery;Vue.js,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
49169,Express;jQuery;React.js,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
49170,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49171,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49172,Flask;React.js,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
49173,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49174,Express;Vue.js,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
49175,Angular;Django,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
49176,ASP.NET;ASP.NET Core;jQuery,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
49177,jQuery;Ruby on Rails,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
49178,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49179,Angular;Spring,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
49180,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49181,Angular;ASP.NET;ASP.NET Core;jQuery,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
49182,jQuery,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
49183,Vue.js,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
49184,jQuery;Spring;Vue.js,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
49185,Angular;Drupal;jQuery,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
49186,Ruby on Rails,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
49187,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49188,Flask;React.js;Spring,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
49189,jQuery,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
49190,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49191,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49192,ASP.NET;Django;Express;jQuery;React.js;Ruby on Rails,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0
49193,React.js;Spring,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
49194,Express,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
49195,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49196,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49197,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49198,jQuery,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
49199,Flask;jQuery;React.js,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
49200,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49201,Angular;Django;Laravel,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
49202,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49203,ASP.NET;jQuery,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
49204,Angular.js;jQuery;React.js;Ruby on Rails;Spring,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
49205,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49206,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49207,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49208,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49209,ASP.NET Core;jQuery;Vue.js,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
49210,Vue.js,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
49211,ASP.NET,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49212,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49213,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49214,ASP.NET;ASP.NET Core;React.js,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
49215,Ruby on Rails,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
49216,ASP.NET;jQuery,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
49217,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49218,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49219,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49220,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49221,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49222,Spring,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
49223,Angular;ASP.NET;ASP.NET Core;jQuery;Ruby on Rails,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
49224,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49225,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49226,Django;Flask;React.js;Ruby on Rails,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
49227,Django,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
49228,React.js,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
49229,Express;jQuery;Vue.js,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
49230,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49231,React.js,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
49232,Django;Express;Flask;jQuery;React.js,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0
49233,Angular.js;ASP.NET;Express;jQuery;React.js,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
49234,React.js;Ruby on Rails,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
49235,Express;React.js,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
49236,Angular;ASP.NET;ASP.NET Core;jQuery,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
49237,jQuery;Laravel,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
49238,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49239,Express;React.js,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
49240,ASP.NET;ASP.NET Core;jQuery,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
49241,Angular;Angular.js;ASP.NET;Django;Express;Gatsby;jQuery;Laravel;React.js;Spring;Symfony;Vue.js,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0
49242,Ruby on Rails,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
49243,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49244,Angular.js;jQuery;React.js,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
49245,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49246,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49247,Angular;ASP.NET;ASP.NET Core;jQuery,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
49248,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49249,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49250,Django;Express;Flask;jQuery;React.js;Spring;Vue.js,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0
49251,Angular.js;Django;jQuery,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
49252,Django;Flask;React.js,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
49253,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49254,ASP.NET Core,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49255,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49256,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49257,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49258,jQuery;React.js,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
49259,React.js;Spring,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
49260,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49261,ASP.NET;jQuery,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
49262,Angular.js;ASP.NET Core;React.js;Spring,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
49263,ASP.NET;jQuery;Laravel,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
49264,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49265,Express;Flask;Spring,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
49266,Angular;Angular.js;ASP.NET;ASP.NET Core;Express;Gatsby;jQuery;React.js,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0
49267,Drupal;jQuery,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
49268,Laravel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
49269,Angular;ASP.NET;ASP.NET Core;jQuery;React.js,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0
49270,Vue.js,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
49271,Express;React.js;Ruby on Rails,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
49272,Express,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
49273,ASP.NET Core,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49274,ASP.NET;ASP.NET Core;Spring,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
49275,Laravel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
49276,jQuery;React.js;Ruby on Rails;Vue.js,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
49277,Ruby on Rails,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
49278,Spring,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
49279,Django;Flask,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
49280,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49281,Angular;Angular.js;jQuery;React.js,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
49282,Flask;Vue.js,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
49283,jQuery,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
49284,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49285,ASP.NET;jQuery,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
49286,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49287,Angular;Django;Express,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
49288,jQuery,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
49289,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49290,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49291,Drupal;jQuery,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
49292,Angular.js;ASP.NET;ASP.NET Core;Express;React.js,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
49293,ASP.NET;ASP.NET Core;jQuery,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
49294,Django;jQuery;React.js,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
49295,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49296,Django;jQuery,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
49297,Spring,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
49298,React.js,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
49299,Express;Flask,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
49300,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49301,Angular;Express;React.js,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
49302,Flask;jQuery,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
49303,Express,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
49304,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49305,jQuery;Vue.js,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
49306,ASP.NET;ASP.NET Core;Express;Vue.js,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
49307,Express;jQuery;Vue.js,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
49308,Flask,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
49309,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49310,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49311,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49312,Django,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
49313,Django;Flask,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
49314,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49315,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49316,Angular;Angular.js;Spring,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
49317,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49318,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49319,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49320,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49321,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49322,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49323,Express;jQuery,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
49324,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49325,jQuery,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
49326,jQuery;Laravel,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
49327,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49328,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49329,jQuery;Laravel,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
49330,Angular;ASP.NET;ASP.NET Core;jQuery,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
49331,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49332,jQuery,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
49333,Angular;jQuery;React.js,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
49334,Angular;Angular.js;ASP.NET;ASP.NET Core;jQuery;React.js;Ruby on Rails,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0
49335,Angular;ASP.NET;ASP.NET Core;Express;React.js,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
49336,Django,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
49337,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49338,jQuery,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
49339,Angular;Angular.js;Express;jQuery;React.js;Vue.js,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0
49340,Angular;jQuery;Laravel;React.js;Spring;Vue.js,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0
49341,Spring,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
49342,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49343,Angular;Spring,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
49344,ASP.NET Core;jQuery,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
49345,jQuery;Spring,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
49346,Angular;Django;jQuery,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
49347,Django;jQuery;React.js;Ruby on Rails;Spring,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0
49348,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49349,ASP.NET Core;React.js,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
49350,jQuery;React.js,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
49351,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49352,ASP.NET;ASP.NET Core;jQuery,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
49353,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49354,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49355,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49356,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49357,Angular,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
49358,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49359,jQuery;Laravel;React.js;Spring,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
49360,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49361,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49362,Ruby on Rails;Vue.js,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
49363,ASP.NET;ASP.NET Core;Drupal;Express;jQuery;Laravel;React.js;Spring,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1
49364,Angular;React.js;Vue.js,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
49365,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49366,jQuery;Laravel,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
49367,Angular;Django,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
49368,Express;React.js;Vue.js,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
49369,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49370,ASP.NET;ASP.NET Core;jQuery;Laravel,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
49371,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49372,React.js,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
49373,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49374,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49375,ASP.NET;jQuery,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
49376,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49377,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49378,Gatsby;React.js,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
49379,ASP.NET;ASP.NET Core;Express;jQuery;React.js,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
49380,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49381,Spring,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
49382,Django;Drupal;Express;Flask;jQuery;React.js;Spring,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1
49383,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49384,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
